Frame,Tempo_Inferenza_ms,Confidenza_Media
1246,25.41,0.8179
1247,25.28,0.8147
1248,24.80,0.8189
1249,27.67,0.8108
1250,25.56,0.8098
1251,26.97,0.8174
1252,25.41,0.8249
1253,25.25,0.8226
1254,25.40,0.8160
1255,25.71,0.8150
1256,25.46,0.8058
1257,24.83,0.8081
1258,25.15,0.8025
1259,24.62,0.7998
1260,24.80,0.7991
1261,25.36,0.7992
1262,26.56,0.7924
1263,24.67,0.7800
1264,25.32,0.7767
1265,31.86,0.7759
1266,31.37,0.7893
1267,24.28,0.8141
1268,31.67,0.8120
1269,30.62,0.8113
1270,27.70,0.8103
1271,31.00,0.8116
1272,31.19,0.8124
1273,26.36,0.8131
1274,24.67,0.8137
1275,31.87,0.8161
1276,26.09,0.8145
1277,24.82,0.8142
1278,27.77,0.8137
1279,28.65,0.8131
1280,30.15,0.8133
1281,24.65,0.8556
1282,31.54,0.8540
1283,32.40,0.8550
1284,24.91,0.8550
1285,24.92,0.8555
1286,24.55,0.8562
1287,24.51,0.8605
1288,25.22,0.8588
1289,29.29,0.8507
1290,30.87,0.8457
1291,27.96,0.8402
1292,31.83,0.8379
1293,25.05,0.8342
1294,27.15,0.8284
1295,25.12,0.8256
1296,24.65,0.8192
1297,24.49,0.8138
1298,24.59,0.8111
1299,31.98,0.8073
1300,28.67,0.8083
1301,25.70,0.8259
1302,26.17,0.8460
1303,25.18,0.8551
1304,25.43,0.8551
1305,25.06,0.8551
1306,24.60,0.8548
1307,24.64,0.8550
1308,25.67,0.8550
1309,25.63,0.8550
1310,25.59,0.8550
1311,25.30,0.8548
1312,28.83,0.8534
1313,25.38,0.8544
1314,25.20,0.8538
1315,25.46,0.8729
1316,25.07,0.9189
1317,24.76,0.8984
1318,26.05,0.9158
1319,26.20,0.8457
1320,26.36,0.9051
1321,25.07,0.7445
1322,25.06,0.6225
1323,24.60,0.5682
1324,24.50,0.5926
1325,24.51,0.5762
1326,25.23,0.0000
1327,24.84,0.0000
1328,25.50,0.0000
1329,30.16,0.5994
1330,31.02,0.5314
1331,30.92,0.5247
1332,29.94,0.7325
1333,31.33,0.7562
1334,24.44,0.7104
1335,29.41,0.6919
1336,24.81,0.5347
1337,27.30,0.6343
1338,26.13,0.6213
1339,24.96,0.6203
1340,24.42,0.6186
1341,24.93,0.6186
1342,25.77,0.6186
1343,26.83,0.6278
1344,31.44,0.6196
1345,30.87,0.6116
1346,24.64,0.6116
1347,25.07,0.6116
1348,25.07,0.6160
1349,25.50,0.6157
1350,25.46,0.6157
1351,26.44,0.6157
1352,25.22,0.6157
1353,24.08,0.6173
1354,25.28,0.6166
1355,24.90,0.6166
1356,25.56,0.6166
1357,24.87,0.6166
1358,24.73,0.6168
1359,25.13,0.6231
1360,25.01,0.6231
1361,25.63,0.6239
1362,25.90,0.6239
1363,24.84,0.6244
1364,24.84,0.6236
1365,24.84,0.6236
1366,24.73,0.6236
1367,25.93,0.6236
1368,27.75,0.6238
1369,26.07,0.6250
1370,26.08,0.6250
1371,26.30,0.6250
1372,24.82,0.6250
1373,24.62,0.6273
1374,24.96,0.6235
1375,24.58,0.6235
1376,25.74,0.6235
1377,25.24,0.6247
1378,25.26,0.6209
1379,24.55,0.6239
1380,24.69,0.6239
1381,24.85,0.6239
1382,24.61,0.6239
1383,24.05,0.6252
1384,24.79,0.6269
1385,25.01,0.6269
1386,24.59,0.6269
1387,25.01,0.6269
1388,25.58,0.6262
1389,25.92,0.6252
1390,25.36,0.6252
1391,25.21,0.6252
1392,24.99,0.6252
1393,25.82,0.6266
1394,25.69,0.6266
1395,24.88,0.6266
1396,25.12,0.6266
1397,25.10,0.6266
1398,24.72,0.6253
1399,24.93,0.6266
1400,29.77,0.6266
1401,30.65,0.6266
1402,28.83,0.6266
1403,26.83,0.6260
1404,27.16,0.6266
1405,24.94,0.6266
1406,28.96,0.6266
1407,27.20,0.6266
1408,31.34,0.6260
1409,25.35,0.6138
1410,26.36,0.6138
1411,26.20,0.6138
1412,24.86,0.6138
1413,25.91,0.6135
1414,26.08,0.6139
1415,25.82,0.6139
1416,25.65,0.6139
1417,25.86,0.6139
1418,25.29,0.6134
1419,24.65,0.6139
1420,24.77,0.6139
1421,25.09,0.6130
